Velocity_mps,Angle_degrees,Initial_Height_m,Flight_Time_s,Max_Height_m,Distance_m
72.44,52.21,1.92,11.7045,168.9521,519.551
61.12,53.68,4.67,10.1339,128.2755,366.8577
78.03,5.11,8.93,2.2324,11.3919,173.5018
57.75,61.77,20.99,10.7706,152.9408,294.2146
56.16,65.29,42.71,11.18,175.371,262.4653
63.74,80.83,8.19,12.9577,210.0047,131.6228
51.79,8.16,30.13,3.3386,32.8842,171.1555
88.01,38.25,23.63,11.5263,174.9437,796.6488
15.14,33.07,2.34,1.9313,5.8186,24.5032
80.34,8.72,16.58,3.4601,24.1413,274.7712
76.55,50.91,41.34,12.7729,221.2644,616.5206
56.17,33.0,47.04,7.5134,94.741,353.9422
81.25,67.91,23.84,15.6592,312.7263,478.4681
65.69,28.43,33.09,7.3001,82.9403,421.7103
40.3,73.57,19.64,8.3596,95.795,95.2878
77.89,64.52,6.83,14.4317,258.8212,483.5769
95.74,39.68,12.44,12.6631,202.9021,933.0635
45.48,61.6,16.52,8.5502,98.0956,184.9527
50.71,49.7,34.37,8.691,110.6059,285.0536
58.04,17.89,47.92,5.4331,64.1221,300.09
43.86,10.23,6.3,2.1778,9.3926,93.9998
10.95,51.42,33.08,3.6122,36.8147,24.6659
27.27,76.75,2.77,5.514,38.6817,34.4641
46.37,32.86,17.17,5.7393,49.4338,223.55
40.39,53.58,15.03,7.0602,68.8697,169.3003
97.9,33.49,9.19,11.1809,157.9261,912.8853
45.84,17.43,27.28,4.1421,36.8895,181.1555
18.32,71.78,17.97,4.3835,33.4038,25.1089
75.86,28.3,24.42,7.9578,90.3442,531.5254
44.51,25.35,14.34,4.5305,32.8498,182.2353
28.63,54.63,43.36,6.1881,71.1391,102.5529
89.33,54.4,5.05,14.8774,273.946,773.6403
40.26,13.71,0.73,2.0191,5.3706,78.9729
81.4,11.94,17.72,4.2779,32.175,340.6872
88.84,69.67,7.92,17.0784,361.6342,527.1314
19.83,27.9,2.19,2.104,6.5784,36.8728
71.35,82.85,35.92,14.924,291.3713,132.5363
35.93,12.65,1.31,1.7562,4.4656,61.5686
80.45,54.03,33.0,13.7631,249.0721,650.351
14.7,14.3,20.73,2.459,21.4019,35.0273
37.48,35.49,38.31,5.786,62.4421,176.5705
52.62,84.96,1.73,10.7193,141.7654,49.5524
70.07,56.98,27.59,12.4306,203.5245,474.6422
28.15,52.54,28.73,5.6012,54.1781,95.8984
46.32,36.13,25.84,6.3922,63.8573,239.1437
95.28,7.72,39.81,4.4381,48.1596,419.0295
92.37,36.46,19.77,11.5403,173.3441,857.3358
72.74,34.32,30.26,9.0434,115.9874,543.292
93.32,11.05,44.99,5.3583,61.2957,490.766
73.67,73.47,4.56,14.4629,258.7869,303.1481
76.73,34.61,3.57,8.9663,100.3775,566.2366
61.47,46.21,32.85,9.7347,133.2095,414.0976
68.15,44.6,22.29,10.2012,138.9968,495.0089
76.98,64.46,16.93,14.4003,262.8217,477.9351
18.07,35.83,13.18,3.0403,18.8829,44.5416
99.22,26.58,27.75,9.6381,128.2075,855.2222
50.8,73.07,37.14,10.6209,157.5174,157.1162
78.01,61.34,2.06,13.9856,240.8836,523.2636
20.73,47.05,37.74,4.7226,49.4744,66.7048
42.98,84.27,21.76,9.2009,114.9744,39.4825
34.17,70.52,12.74,6.9418,65.6322,79.1014
69.26,55.41,43.93,12.3495,209.6268,485.5688
58.1,37.91,24.83,7.9173,89.7813,362.9255
46.54,31.92,30.81,6.0543,61.6724,239.1603
32.27,62.44,47.05,7.1702,88.7641,107.0553
63.96,11.97,28.42,4.1131,37.3888,257.3537
73.27,51.59,47.4,12.4794,215.4063,568.0812
86.08,67.99,41.27,16.7721,365.8905,541.069
16.3,77.79,26.54,4.4609,39.4761,15.3784
64.37,45.48,9.45,9.5586,116.8129,431.4136
35.31,81.28,7.02,7.3113,69.1066,39.1389
31.52,20.84,2.67,2.5036,9.0789,73.7508
98.19,45.7,37.92,14.8477,289.6232,1018.2166
29.36,43.73,25.5,5.1476,46.4941,109.2099
44.0,22.57,33.11,4.8382,47.6459,196.5765
79.92,17.73,9.33,5.3195,39.521,404.9415
96.72,81.59,46.34,19.9795,512.938,282.627
79.41,74.32,48.46,16.1971,346.3878,347.6172
83.38,79.57,16.2,16.9134,358.9307,255.3014
78.46,38.68,29.67,10.5693,152.2208,647.3663
51.33,82.6,38.61,11.0876,170.6723,73.301
39.16,68.61,20.65,7.9625,88.4137,113.7221
25.78,48.34,44.24,5.5514,63.1472,95.1299
65.52,30.6,48.6,8.0331,105.2963,453.0332
55.67,26.07,6.67,5.247,37.177,262.3815
30.53,55.52,7.59,5.4165,39.8712,93.6166
69.26,67.48,15.5,13.2815,224.1272,352.3182
52.45,70.08,29.88,10.6266,153.8179,189.8986
51.92,17.97,25.23,4.4275,38.3078,218.662
61.47,78.0,39.32,12.8806,223.5822,164.6183
86.39,19.22,38.62,6.9336,79.8428,565.6067
99.7,26.65,49.37,10.1124,151.2977,901.0976
88.56,37.12,8.52,11.0531,154.1032,780.5189
76.53,64.84,41.91,14.7033,286.4673,478.3945
24.72,48.21,36.16,5.1806,53.4741,85.3424
58.17,69.0,35.02,11.6828,185.3351,243.5427
67.05,23.51,24.68,6.2571,61.1425,384.7129
57.8,67.41,1.21,10.9024,146.3613,242.0655
10.7,46.54,29.87,3.3833,32.9445,24.901
44.1,5.36,13.53,2.133,14.395,93.654
69.93,23.0,30.59,6.5262,68.6426,420.0974
47.38,18.93,29.86,4.4896,41.9017,201.2126
70.04,66.62,37.62,13.668,248.2778,379.8856
70.09,81.35,12.35,14.303,257.0741,150.7737
89.76,72.12,32.5,17.7883,404.4361,490.2191
86.98,47.4,34.25,13.5678,243.1844,798.7998
15.25,22.45,23.11,2.844,24.8386,40.084
88.86,14.26,39.04,5.8281,63.4586,501.9279
63.0,47.71,20.57,9.9239,131.2707,420.6905
54.28,72.6,35.31,11.2025,172.0502,181.8382
29.59,17.89,44.99,4.0937,49.2012,115.2756
26.94,12.86,8.27,2.0464,10.1024,53.7472
31.5,10.91,31.71,3.222,33.5216,99.6586
60.85,84.82,27.31,12.7904,214.4935,70.2684
40.37,66.59,8.28,7.7701,78.233,124.6272
17.5,59.34,1.41,3.16,12.9601,28.1998
40.07,51.4,16.32,6.8688,66.3028,171.7121
39.27,65.57,11.83,7.6064,76.9856,123.5381
47.64,78.35,0.72,9.5279,111.6794,91.6591
94.3,35.88,0.71,11.2806,156.397,861.908
32.14,63.94,4.09,6.0247,46.5783,85.0657
90.12,8.1,15.76,3.5054,23.9781,312.7551
51.84,22.99,9.11,4.5372,30.0044,216.5266
64.7,51.76,10.07,10.5548,141.6891,422.6829
31.99,55.6,23.94,6.1721,59.4505,111.5502
80.03,68.13,39.79,15.6598,320.9361,466.8394
89.75,24.78,7.21,7.8563,79.3337,640.1798
53.58,29.34,20.96,6.0578,56.0904,282.9426
51.08,78.48,18.84,10.5675,146.5211,107.801
89.55,83.27,36.16,18.5289,439.2726,194.4503
10.55,39.37,11.92,2.3838,14.2026,19.4419
80.22,82.09,19.3,16.4385,341.0826,181.4756
55.93,55.19,37.26,10.1133,144.7404,322.8977
17.97,83.54,22.03,4.6138,38.2804,9.3282
90.7,72.21,7.85,17.6976,388.001,490.4269
50.15,31.6,46.28,6.7543,81.4751,288.5039
53.09,11.77,23.71,3.5641,29.6875,185.2396
18.09,75.63,33.83,4.9625,49.482,22.2798
95.28,52.37,46.66,15.9794,336.8764,929.588
14.53,28.37,28.04,3.1962,30.4695,40.8631
58.85,21.69,30.39,5.5505,54.5014,303.5194
98.13,35.98,16.15,12.0274,185.5543,955.0834
21.81,79.86,17.18,5.0681,40.673,19.4602
67.76,47.62,24.06,10.6646,151.7547,487.0871
65.45,9.63,13.21,3.1007,19.3199,200.0811
95.87,71.12,11.45,18.6192,430.8523,577.6104
73.64,24.88,9.25,6.602,58.173,441.0502
73.64,67.65,34.84,14.3794,271.2673,402.6606
71.37,7.19,1.85,2.0089,5.9169,142.2478
93.86,57.09,26.88,16.399,343.3477,836.2852
13.87,46.5,16.71,3.1371,21.8692,29.9514
95.3,68.25,45.41,18.5452,444.7475,654.9075
70.94,45.76,37.54,11.0539,169.1907,547.0839
45.1,23.73,24.19,4.7405,40.9791,195.7205
87.92,62.55,31.83,16.3045,342.0918,660.8029
96.0,63.56,9.48,17.6343,386.0786,753.7781
62.01,71.11,8.79,12.1093,184.2334,243.1048
92.64,45.03,27.9,13.7749,246.8388,901.8711
31.9,56.25,19.56,6.065,55.4171,107.4881
85.59,34.16,26.05,10.313,143.7714,730.4017
42.77,45.44,24.7,6.9387,72.0335,208.2291
42.21,33.01,17.17,5.3433,44.1215,189.1329
78.9,13.14,44.96,5.3652,61.3573,412.2309
99.34,61.23,3.87,17.7971,390.3361,850.9118
64.62,38.89,16.22,8.6533,100.111,435.2364
62.22,26.61,3.17,5.7934,42.757,322.2834
45.77,71.06,40.39,9.677,135.9147,143.7608
15.03,31.6,12.01,2.5615,15.1712,32.7909
79.53,8.0,49.55,4.501,55.7942,354.4808
95.06,43.37,7.39,13.4208,224.5799,927.4092
22.08,51.75,32.36,4.8855,47.6846,66.7828
77.46,78.2,43.65,16.014,336.6743,253.666
34.64,60.4,44.39,7.3687,90.6271,126.0795
68.12,6.25,6.81,2.1559,9.6131,145.987
42.47,7.61,25.68,2.9322,27.2923,123.4337
56.03,39.7,35.04,8.171,100.3272,352.2474
17.38,14.75,10.14,1.958,11.138,32.9086
67.83,80.09,47.62,14.3013,275.1753,166.9478
34.4,40.88,40.9,5.9836,66.7349,155.6288
90.44,37.41,6.7,11.3222,160.5634,813.3559
15.73,12.13,35.33,3.0418,35.8868,46.7792
11.3,77.36,26.0,3.686,32.1965,9.1144
28.74,10.57,19.34,2.5945,20.7566,73.3007
13.24,83.01,10.87,3.3423,19.6723,5.3853
29.9,7.05,19.75,2.4153,20.4364,71.6715
67.4,71.42,11.76,13.2064,219.7906,283.6148
44.61,60.61,48.49,9.0203,125.4917,197.4763
93.32,10.77,30.44,4.838,45.9394,443.5294
31.63,6.57,30.28,2.8808,30.9475,90.5213
45.98,81.49,22.62,9.7442,128.0157,66.3016
49.87,17.08,3.24,3.193,14.1747,152.2119
17.64,8.7,31.55,2.8227,31.9129,49.2195
66.39,30.17,3.44,6.9039,60.1807,396.261
87.07,53.94,38.07,14.872,290.5877,762.2227
87.51,15.7,0.86,4.8638,29.4407,409.7516
33.22,68.96,43.39,7.5005,92.3871,89.4557
74.54,25.93,25.01,7.3398,79.1583,492.0307
47.88,6.77,0.37,1.2129,1.9938,57.6687
57.34,35.2,23.48,7.3866,79.1618,346.0998
18.54,22.75,41.31,3.7235,43.93,63.6629
52.45,59.09,13.56,9.4665,116.7747,255.0568
36.92,11.37,46.23,3.9004,48.9302,141.1766
95.95,16.09,10.1,5.7778,46.1422,532.6635
29.53,52.84,33.78,5.9545,62.0088,106.2127
99.92,28.12,27.94,10.1618,140.9813,895.5156
91.19,43.82,4.3,12.9402,207.4905,851.4041
96.05,28.8,24.43,9.935,133.5604,836.2216
83.38,29.79,37.67,9.2736,125.1336,671.0517
58.12,27.91,42.17,6.809,79.8925,349.7083
26.16,29.37,28.28,4.0421,36.67,92.1505
72.51,51.78,24.62,12.0312,190.0236,539.7278
67.82,63.83,7.1,12.5249,195.9318,374.633
19.25,21.83,25.03,3.1036,27.6416,55.4601
77.26,34.18,45.48,9.7956,141.5009,626.0897
59.45,62.58,40.3,11.4747,182.2361,314.1463
46.49,76.48,28.93,9.8163,133.0682,106.69
72.89,40.17,6.91,9.7306,119.5867,541.9722
54.81,40.63,23.63,7.8872,88.5549,328.0837
80.28,20.41,3.67,5.836,43.6192,439.1013
79.86,19.42,14.83,5.9238,50.765,446.1599
73.47,66.06,43.75,14.3132,273.5689,426.7143
69.06,28.01,18.48,7.1398,72.0915,435.3186
15.99,64.47,5.14,3.2628,15.751,22.4854
44.27,60.88,36.66,8.7398,112.8938,188.2865
91.55,77.62,10.68,18.3493,418.2311,360.1565
43.79,36.36,26.59,6.1712,60.9419,217.6239
71.33,77.98,29.51,14.6346,277.5888,217.3925
97.27,58.04,26.12,17.1356,373.239,882.2717
46.06,52.39,18.19,7.9079,86.0478,222.2883
85.52,29.54,19.47,9.0354,110.0818,672.2645
46.48,5.85,38.42,3.323,39.5639,153.6487
83.73,69.56,31.31,16.3851,345.0558,479.1121
73.41,77.94,34.96,15.1078,297.6396,231.7232
17.58,9.85,11.86,1.8915,12.321,32.7624
81.89,61.93,11.1,14.8835,277.2139,573.5109
69.64,26.55,39.41,7.4278,88.7947,462.7229
33.17,54.35,26.91,6.358,63.9386,122.9163
68.17,51.62,34.28,11.5024,179.8327,486.839
52.28,78.27,5.48,10.5419,139.0291,112.0448
97.31,44.71,24.07,14.3002,262.9431,988.9439
35.51,48.23,44.02,6.7325,79.77,159.2553
47.99,63.26,12.49,9.0199,106.1084,194.7644
47.03,18.05,11.52,3.6197,22.3429,161.8567
83.59,56.72,5.62,14.3269,254.5178,657.1524
79.37,84.01,23.61,16.3868,341.1938,135.7261
73.49,45.88,28.63,11.2736,170.4917,576.7692
12.71,27.36,2.8,1.5574,4.5391,17.5803
86.06,25.14,23.89,8.0582,92.0198,627.7962
83.85,49.8,8.47,13.1879,217.5257,713.7506
87.09,68.51,10.3,16.6472,344.998,531.1197
59.93,83.37,15.99,12.3993,196.6081,85.7951
74.19,60.08,25.93,13.5011,236.6725,499.6116
83.55,27.97,47.52,9.0584,125.783,668.4266
41.77,43.42,25.59,6.6391,67.6021,201.4237
84.85,55.03,39.76,14.7259,286.1664,716.1435
12.09,72.8,27.39,3.8174,34.1885,13.6476
69.4,8.06,35.96,3.8755,40.7859,266.3029
18.32,29.31,17.08,2.9922,21.1794,47.7996
60.06,36.42,41.24,8.2845,106.0445,400.3856
49.22,72.54,10.93,9.7997,123.2906,144.7216
99.92,83.92,8.18,20.3385,511.3401,215.2469
83.2,67.44,42.48,16.1989,343.3653,517.0647
66.88,73.75,9.25,13.2329,219.3766,247.6533
49.22,34.49,11.2,6.0591,50.7931,245.8077
24.37,44.65,26.31,4.6461,41.2601,80.5501
88.24,44.69,23.95,13.0265,220.2304,817.1755
87.82,41.98,18.7,12.2859,194.5623,802.0664
18.66,61.13,4.48,3.5862,18.0898,32.3098
61.75,24.44,3.41,5.3389,36.6783,300.1364
95.59,49.98,49.99,15.5787,323.1263,957.6168
10.8,15.77,49.03,3.475,49.4691,36.1174
18.8,14.12,7.01,1.7512,8.0821,31.9279
55.98,14.43,3.91,3.1011,13.8286,168.123
93.54,28.62,34.09,9.8409,136.4107,808.0451
29.04,23.96,1.51,2.5262,8.5986,67.0393
99.93,16.05,11.22,6.0131,50.1252,577.4669
54.44,28.5,12.94,5.7544,47.3324,275.3066
90.94,46.59,2.5,13.5064,224.9478,844.0861
43.16,47.01,31.69,7.3191,82.4896,215.3977
28.31,9.36,28.64,2.9309,29.7205,81.8691
36.28,81.94,29.45,8.0677,95.2177,41.0389
74.5,20.02,46.76,6.6363,79.915,464.5291
61.82,13.06,11.89,3.534,21.8364,212.8209
92.67,15.87,37.33,6.3625,70.0605,567.1396
51.19,58.95,37.56,9.7281,135.5872,256.8518
71.79,43.84,17.88,10.4853,143.9038,542.9337
94.79,70.42,33.04,18.5704,439.5664,589.9126
39.1,6.47,33.28,3.0923,34.2694,120.1389
64.01,31.61,8.48,7.084,65.8497,386.1714
97.04,33.52,2.84,10.978,149.2058,888.1375
15.28,7.55,25.77,2.5059,25.9754,37.9582
72.05,83.22,45.22,15.1932,306.1196,129.2338
34.32,83.84,11.21,7.2709,70.5525,26.7767
46.87,26.82,12.46,4.8366,35.2533,202.3059
94.79,11.64,44.63,5.5411,63.2725,514.4391
23.56,39.36,8.53,3.5378,19.9087,64.4447
72.82,59.25,13.1,12.9648,212.7179,482.7101
42.3,47.0,41.56,7.4451,90.3394,214.7802
58.43,53.78,1.9,9.6505,115.1544,333.1888
13.57,9.28,42.36,3.1702,42.6041,42.4566
50.87,50.5,42.23,8.9631,120.7602,290.0217
55.41,45.3,0.28,8.0367,79.3427,313.2312
77.16,24.24,30.46,7.3082,81.6091,514.1837
66.23,80.17,19.76,13.6005,236.8121,153.7828
12.58,5.87,46.78,3.2222,46.8644,40.3227
41.07,64.71,48.15,8.699,118.431,152.6249
32.75,30.61,2.39,3.5375,16.5638,99.7094
92.82,22.13,41.18,8.1578,103.4956,701.4247
91.0,54.51,34.53,15.5582,314.3405,821.9559
35.7,38.94,39.93,5.944,65.59,165.0507
75.24,16.97,32.33,5.6448,56.9099,406.2217
59.04,23.23,32.12,5.8642,59.7588,318.1538
64.01,11.8,8.53,3.2104,17.2631,201.155
13.03,8.61,41.79,3.1245,41.9839,40.2534
13.01,29.36,13.59,2.4372,15.6638,27.6353
94.38,10.99,30.91,4.943,47.4098,457.9646
22.45,72.6,19.63,5.1453,43.021,34.5428
86.56,60.34,12.71,15.5023,301.0814,664.0317
56.56,19.08,2.04,3.8767,19.4628,207.2203
79.63,59.53,4.23,14.0538,244.3138,567.4833
97.44,38.08,38.42,12.8613,222.5013,986.4608
80.69,45.26,25.31,12.111,192.7403,687.8678
44.82,76.18,13.34,9.1697,109.8848,98.1732
37.68,71.72,44.6,8.3794,109.8446,99.034
60.93,18.55,35.47,5.3129,54.6204,306.8968
78.83,39.21,34.66,10.8132,161.2339,660.4722
15.99,70.24,1.65,3.174,13.1921,17.1584
62.89,76.45,43.19,13.1351,233.7119,193.5423
86.39,39.93,22.63,11.6991,179.34,775.0229
75.91,16.25,4.53,4.5343,27.5277,330.4479
32.91,36.6,33.38,5.2874,53.0035,139.6969
61.16,9.95,43.19,4.2341,48.882,255.0626
70.1,38.34,43.7,9.7767,140.078,537.5472
44.26,33.84,15.68,5.5962,46.6428,205.7285
32.79,49.82,46.33,6.5496,78.3186,138.5621
35.04,49.6,30.68,6.4152,66.9722,145.69
63.55,60.87,16.17,11.6016,173.2335,358.9034
33.97,80.21,25.28,7.5109,82.395,43.3843
54.51,23.09,46.68,5.9561,69.9725,298.6579
38.64,29.96,13.16,4.5268,32.1386,151.5423
84.04,68.7,20.88,16.2255,333.3563,495.3261
54.58,75.5,32.64,11.3588,174.9552,155.2264
70.34,53.7,28.89,12.0463,192.6842,501.6345
92.76,22.26,35.94,8.0716,98.8712,692.9227
72.01,8.85,48.11,4.4585,54.3656,317.2342
24.28,32.45,18.1,3.6633,26.7505,75.0571
58.09,52.64,33.65,10.093,142.3079,355.7806
56.0,38.73,34.01,8.0088,96.5765,349.8705
42.29,37.67,31.68,6.2949,65.7223,210.7179
93.68,67.66,12.94,17.8135,395.6116,634.3023
33.97,8.6,47.93,3.6864,49.2452,123.819
40.45,81.73,40.26,9.0663,121.9292,52.75
35.48,39.06,43.45,6.0276,68.9262,166.0588
44.26,44.67,37.32,7.3753,86.6672,232.147
76.32,48.89,38.9,12.3648,207.433,620.477
21.53,18.33,46.49,3.8453,48.8267,78.5887
16.85,73.15,31.72,4.672,44.9752,22.8193
47.98,58.09,24.21,8.8607,108.76,224.7214
85.66,11.67,26.18,4.6743,41.4817,392.1238
36.05,45.35,29.72,6.2051,63.2439,157.2063
54.52,73.51,1.74,10.6912,141.0337,165.4505
86.81,16.96,43.7,6.5275,76.3833,542.0078
48.98,62.64,32.57,9.563,129.019,215.2652
61.86,17.53,30.14,5.0222,47.8348,296.2454
14.2,45.33,1.27,2.1777,6.4678,21.7398
75.15,52.6,6.02,12.2713,187.6775,560.1148
64.93,16.62,36.55,5.2151,54.129,324.47
38.69,73.11,32.23,8.3359,102.0853,93.7022
75.75,76.57,24.62,15.3481,301.3036,270.0266
73.05,50.06,45.36,12.1781,205.2465,571.1165
80.15,24.31,25.57,7.4287,81.0599,542.6161
97.21,49.54,3.94,15.1322,282.7648,954.5577
93.8,48.57,24.62,14.6799,276.7106,911.1503
94.2,32.81,18.49,10.7567,151.2811,851.6345
75.7,75.36,6.79,15.0243,280.2062,287.4567
16.36,46.73,37.03,4.2183,44.2625,47.303
30.7,64.53,42.51,6.9056,81.6635,91.169
34.67,64.05,43.46,7.532,92.9934,114.2689
33.12,79.65,38.11,7.6571,92.2144,45.5625
15.27,13.08,0.48,0.8234,1.0887,12.2471
32.11,78.08,47.9,7.6772,98.2092,50.9166
11.02,74.65,46.52,4.3479,52.2759,12.6835
23.58,82.6,12.03,5.2357,39.8992,15.9008
80.07,18.54,34.3,6.3004,67.3372,478.2918
54.88,14.9,44.31,4.7706,54.4595,253.0074
38.6,18.38,37.3,4.2646,44.8504,156.216
10.69,31.65,4.36,1.6745,5.9637,15.2381
79.38,81.29,28.92,16.3573,342.7164,196.6275
86.75,55.83,17.79,14.8768,280.3596,724.8447
68.11,66.4,49.84,13.4783,248.3844,367.5232
33.92,75.43,12.68,7.0592,67.6114,60.2362
78.02,76.77,3.24,15.5266,297.2407,277.2384
42.74,36.56,29.5,6.1658,62.5349,211.6732
16.76,27.57,24.95,3.1807,28.0169,47.2551
72.88,53.22,19.2,12.2209,192.8673,533.2769
93.79,46.85,17.27,14.1982,255.9098,910.7291
44.42,67.64,46.56,9.3864,132.5732,158.6158
26.93,70.68,38.2,6.3983,71.1176,57.0064
21.46,59.22,24.34,4.794,41.6655,52.6477
32.29,63.93,28.17,6.7626,71.0485,95.9643
75.74,41.54,11.22,10.4586,139.7977,592.907
16.25,13.83,10.92,1.9397,11.6891,30.6063
91.83,29.69,46.46,10.2015,151.9034,813.8183
21.62,56.93,29.08,4.9029,45.8104,57.8407
61.54,59.81,28.36,11.3539,172.5742,351.3642
88.67,47.98,41.51,14.033,262.681,832.926
16.69,67.47,12.32,3.8034,24.4331,24.323
25.52,20.03,9.3,2.5311,13.1942,60.6866
18.65,18.01,47.21,3.7454,48.9047,66.4292
72.22,79.58,25.5,14.8315,282.6415,193.7274
38.36,49.16,16.83,6.4487,59.756,161.7687
45.47,66.62,27.89,9.1317,116.6741,164.7701
31.18,54.49,27.22,6.0863,60.0535,110.2274
26.49,31.27,0.63,2.8484,10.2665,64.493
27.78,75.68,7.46,5.752,44.3875,39.5222
50.2,24.67,1.81,4.3565,24.1867,198.7352
29.22,67.93,31.02,6.4945,68.3935,71.3037
89.84,68.05,5.95,17.0594,359.848,572.888
67.85,47.1,30.85,10.7199,156.7619,495.1191
25.12,77.69,16.49,5.6035,47.1899,30.0101
14.66,38.02,23.84,3.3095,27.9957,38.2217
27.78,81.26,31.42,6.5725,69.8456,27.7438
57.68,57.74,7.07,10.0871,128.3299,310.5556
65.9,6.49,20.61,2.9452,23.4379,192.8449
41.84,41.42,17.99,6.2318,57.0418,195.5226
11.38,49.98,17.82,2.9913,21.6911,21.8902
15.76,24.87,49.1,3.9109,51.3391,55.9199
42.61,11.67,32.74,3.6075,36.5262,150.5381
75.59,45.48,22.88,11.3973,170.9325,604.0631
66.15,10.66,28.75,3.9708,36.3816,258.1353
67.9,7.8,49.1,4.2397,53.4281,285.2122
57.85,78.04,35.77,12.1388,199.017,145.5222
50.2,43.56,9.32,7.3125,70.3145,266.0111
49.79,47.57,10.17,7.7596,79.0064,260.6664
11.73,45.49,8.45,2.4179,12.0164,19.8827
92.91,17.83,47.59,7.1558,88.8395,632.9123
74.04,15.1,12.97,4.5176,31.9311,322.9343
64.16,24.94,16.58,6.0723,53.8855,353.2686
49.14,54.96,12.75,8.5081,95.2541,240.0445
61.77,64.7,5.3,11.4795,164.2543,303.0346
84.87,58.69,15.05,14.9876,283.0282,661.0168
74.31,70.88,44.3,14.9195,295.5506,363.1417
45.48,12.23,17.96,3.1329,22.6909,139.2506
19.97,12.72,7.56,1.7682,8.5455,34.4443
13.11,42.78,31.94,3.6161,35.9809,34.7952
63.48,47.39,22.17,9.9779,133.4214,428.8126
16.48,57.77,11.15,3.4929,21.0553,30.6995
95.41,67.16,18.58,18.1353,412.6438,671.6274
51.13,23.71,25.68,5.1987,47.2245,243.3732
87.7,27.58,18.12,8.7026,102.1505,676.4899
22.51,34.29,37.07,4.3306,45.2671,80.5391
73.36,78.19,21.61,14.9346,284.4162,224.2335
14.03,25.98,15.88,2.5318,17.8052,31.9316
31.26,18.35,6.4,2.5234,11.3364,74.8704
26.27,28.99,38.21,4.3759,46.4721,100.5515
42.24,12.19,18.15,3.0368,22.2046,125.3822
50.48,43.61,48.19,8.2845,109.98,302.7995
88.82,14.49,47.7,6.1199,72.873,526.2793
75.1,57.81,31.95,13.442,237.8306,537.7864
37.16,75.94,48.0,8.5002,114.2267,76.7362
62.51,41.49,5.67,8.5776,93.0793,401.6414
15.85,68.71,46.81,4.942,57.9264,28.441
86.39,28.49,47.84,9.4351,134.3915,716.3902
32.87,58.6,18.62,6.3205,58.7398,108.2423
19.26,23.75,48.75,4.041,51.8167,71.2384
55.04,23.74,3.99,4.6909,29.0152,236.3398
74.25,17.12,3.71,4.6198,28.0596,327.821
51.7,17.12,4.59,3.3797,16.3954,166.9882
40.48,18.02,36.09,4.2744,44.0824,164.5405
26.65,77.65,24.75,6.1306,59.293,34.9443
38.21,15.48,39.58,4.0645,44.881,149.6707
46.82,64.33,46.96,9.6005,137.7225,194.7157
81.13,25.19,33.59,7.9061,94.363,580.4235
40.32,75.47,34.18,8.7534,111.8239,88.5473
57.41,26.1,11.41,5.5671,43.9233,287.0161
35.98,5.29,22.51,2.5069,23.0709,89.8141
50.09,44.9,35.39,8.0992,99.1069,287.3656
48.05,36.59,22.09,6.5291,63.9023,251.8952
99.08,18.16,40.63,7.4131,89.2335,697.9049
61.72,72.75,4.21,12.0881,181.2933,221.243
35.09,12.3,31.0,3.3889,33.8481,116.1868
52.94,78.02,13.66,10.8155,150.3517,118.849
75.06,62.42,8.68,13.6931,234.2823,475.8596
29.76,43.11,30.84,5.3267,51.9223,115.7283
54.38,82.4,10.24,11.1761,158.3265,80.3797
50.02,33.08,8.22,5.8524,46.2101,245.2871
27.65,32.01,18.37,3.9389,29.3185,92.3513
35.21,46.67,9.82,5.5804,43.2546,134.8285
33.42,19.75,27.95,3.8014,34.4503,119.5696
75.58,17.87,16.26,5.3481,43.6751,384.7084
55.62,75.75,40.32,11.6935,188.4413,160.0962
21.32,20.09,14.07,2.5974,16.8035,52.0071
40.74,27.38,31.7,5.0896,49.5917,184.1221
18.65,26.57,45.34,4.0074,48.8868,66.8448
58.4,26.28,14.02,5.7672,48.0969,301.9927
82.97,40.15,35.66,11.537,181.535,731.6635
16.41,63.67,4.42,3.2737,15.4451,23.8276
22.4,73.92,36.65,5.6992,60.2619,35.3597
72.88,31.96,42.3,8.8404,118.1518,546.6257
14.01,5.32,25.47,2.415,25.556,33.6884
92.01,63.26,35.59,17.1748,379.7258,711.0233
20.71,60.18,42.68,5.3038,59.1348,54.6217
38.7,77.72,45.33,8.7639,118.2117,72.1363
65.36,63.98,35.66,12.5537,211.4918,359.9452
76.32,51.27,4.04,12.2056,184.7081,582.8137
93.23,41.91,27.06,13.1166,224.7189,910.0467
88.13,30.15,4.25,9.1194,104.1155,694.9639
15.57,50.48,15.8,3.3969,23.1526,33.6563
35.71,32.24,24.0,4.8854,42.4968,147.5599
36.96,59.67,39.27,7.5625,91.1403,141.1469
17.41,54.55,29.48,4.2918,39.7321,43.3372
14.26,49.3,13.16,3.0762,19.1171,28.6053
75.58,76.13,30.39,15.3628,304.8076,278.3435
97.8,70.87,24.36,19.0978,459.5088,612.0901
61.81,29.41,25.68,6.9422,72.6348,373.7988
63.86,66.55,31.05,12.4524,205.9878,316.4528
91.12,16.38,28.97,6.1926,62.6248,541.3674
16.29,63.78,23.09,4.1215,33.975,29.6634
12.95,41.7,48.15,4.132,51.9325,39.9522
30.09,44.05,32.83,5.4854,55.1386,118.631
55.81,82.38,19.79,11.6248,175.7527,86.0298
25.54,80.85,35.91,6.3023,68.3156,25.5959
